Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2004-05-18,18.11,18.2388,17.9125,17.9726,881163.30517088
2004-05-19,18.2388,18.5003,18.0422,18.3695,1315383.1669695
2004-05-20,18.2388,18.4373,18.2388,18.3695,571338.17273729
2004-05-21,18.3695,18.6968,18.3695,18.5003,543057.25911002
2004-05-24,18.5003,18.7646,18.4373,18.5003,554780.01534787
2004-05-25,18.5003,18.569,17.714,18.0422,1509035.0095773
2004-05-26,17.9726,18.569,17.9726,18.3695,864211.10555498
2004-05-27,18.5003,18.7646,18.3085,18.4373,622421.1362683
2004-05-28,18.3695,18.6339,18.2388,18.6339,795096.51822383
2004-05-31,18.6968,18.6968,18.5003,18.569,89221.220728206
2004-06-01,18.5003,18.6968,18.3695,18.6968,449424.02302679
2004-06-02,18.7646,18.9631,18.5003,18.6339,465711.80037782
2004-06-03,18.6339,18.6339,18.0422,18.3695,732686.93665074
2004-06-04,18.3695,18.569,18.11,18.2388,1222827.2591012
2004-06-07,18.11,18.5003,18.11,18.5003,1775743.9577504
2004-06-08,18.569,19.0241,18.569,18.6339,1024434.3339598
2004-06-09,18.6968,18.8276,18.569,18.569,1270883.6429777
2004-06-11,18.5003,18.6968,18.4373,18.569,552815.04413868
2004-06-14,18.3085,18.569,18.3085,18.3695,852361.5431751
2004-06-15,18.3695,18.569,18.3085,18.5003,1350246.4721513
2004-06-16,18.5003,18.6968,18.5003,18.569,947169.57004527
2004-06-17,18.569,18.6968,18.3695,18.4373,597466.52590394
2004-06-18,18.3695,18.7646,18.3695,18.569,825830.76390481
2004-06-21,18.569,18.9631,18.5003,18.9631,547599.22456102
2004-06-22,18.7646,18.9631,18.6968,18.8276,199178.91362505
2004-06-23,18.8963,19.0928,18.7646,18.8963,702516.50670872
2004-06-24,18.9631,19.0241,18.7646,18.8963,597295.70440682
2004-06-25,18.9631,19.0928,18.7646,19.0928,731732.22263924
2004-06-28,19.0241,19.2913,18.9631,19.1549,657538.05373425
2004-06-29,19.0241,19.2236,19.0241,19.2236,786140.44144851
2004-06-30,19.2913,19.5509,19.1549,19.5509,2012497.3128337
2004-07-01,19.5509,19.5509,19.3524,19.4211,812344.24950959
2004-07-02,19.2236,19.2913,19.0241,19.0928,171855.85796322
2004-07-05,19.0928,19.2236,19.0928,19.1549,253696.12283739
2004-07-06,19.0928,19.2236,18.8963,18.9631,387932.47600263
2004-07-07,18.9631,19.4211,18.9631,19.2913,1926508.0767504
2004-07-08,19.2913,19.3524,19.1549,19.3524,1556023.4971007
2004-07-09,19.2236,19.2913,19.0241,19.2236,732234.20728414
2004-07-12,19.2913,19.4211,19.1549,19.3524,884870.02685989
2004-07-13,19.2913,19.3524,19.1549,19.2913,818448.76006613
2004-07-14,19.2236,19.4898,19.1549,19.3524,1368059.0671607
2004-07-15,19.3524,19.4211,19.2236,19.2913,845072.80996982
2004-07-16,19.2913,20.1444,19.2236,20.1444,1472576.6717659
2004-07-19,19.9469,20.1444,19.8772,20.0757,1199470.8253203
2004-07-20,19.8772,20.006,19.8772,19.8772,471597.28214358
2004-07-21,20.006,20.2742,19.9469,20.1444,1279776.8406743
2004-07-22,20.006,20.0757,19.7493,19.8161,716844.55277379
2004-07-23,19.8161,19.9469,19.7493,19.8772,398287.61227889
2004-07-26,19.9469,20.2064,19.8772,20.1444,1749974.0153323
2004-07-27,20.0757,20.1444,19.9469,20.006,1283710.9750313
2004-07-28,20.0757,20.6644,20.006,20.2064,2595610.6410411
2004-07-29,19.8772,19.8772,19.3524,19.5509,3165219.6391143
2004-07-30,19.5509,19.6806,19.3524,19.5509,1274420.5911543
2004-08-02,19.5509,19.7493,19.4211,19.7493,963272.9020988
2004-08-03,19.8161,20.1444,19.7493,19.9469,1734852.6448911
2004-08-04,19.9469,20.1444,19.8772,20.0757,1234142.3493122
2004-08-05,20.0757,20.2064,19.9469,20.006,900559.40497869
2004-08-06,19.8161,20.006,19.6196,19.8161,2077119.1899922
2004-08-09,19.5509,19.6806,19.3524,19.4898,563933.11323643
2004-08-10,19.4898,19.5509,19.3524,19.4898,483257.15930274
2004-08-11,19.4898,19.5509,19.3524,19.4211,1797932.9366369
2004-08-12,19.4211,19.6806,19.4211,19.4211,1221925.9923066
2004-08-13,19.5509,19.9469,19.4211,19.4898,1340050.6295411
2004-08-16,19.4898,19.6806,19.4211,19.6196,757392.12666961
2004-08-17,19.6196,20.006,19.5509,19.9469,856134.28789674
2004-08-18,19.9469,20.5327,19.8161,20.3343,1448392.3301155
2004-08-19,20.403,20.403,20.0757,20.1444,853501.75046875
2004-08-20,20.1444,20.403,20.0757,20.3343,386170.81381456
2004-08-23,20.2064,20.6024,20.1444,20.403,742963.47407863
2004-08-24,20.4717,21.3247,20.3343,21.1883,1553836.3531468
2004-08-25,20.9974,21.1883,20.6024,20.6024,714315.76582564
2004-08-26,20.7303,20.9974,20.5327,20.7999,826131.53549789
2004-08-27,20.7999,21.257,20.7999,21.1883,921099.90401873
2004-08-30,21.0595,21.1282,20.7999,20.8619,2013874.3646571
2004-08-31,20.7999,21.257,20.6644,21.1883,2666170.3991976
2004-09-01,21.1282,21.7837,20.8619,21.5862,1547496.0460451
2004-09-02,21.5165,21.7837,21.3247,21.3247,665358.1151545
2004-09-03,21.4555,21.5862,21.1282,21.1282,278259.8349292
2004-09-06,21.1282,21.3247,21.1282,21.3247,200411.34356745
2004-09-07,21.3247,21.9135,21.3247,21.9135,1855294.3761755
2004-09-08,21.7837,21.9135,21.715,21.8515,998444.31476629
2004-09-09,21.653,21.8515,21.5862,21.8515,303489.01727053
2004-09-10,21.9135,22.3686,21.8515,21.9812,1609715.9423975
2004-09-13,21.9812,22.4374,21.8515,22.2408,978429.90401799
2004-09-14,22.2408,22.6358,22.1101,22.6358,847593.2130408
2004-09-15,22.5671,22.8954,22.3686,22.8343,754394.8905852
2004-09-16,22.8343,22.8343,22.2408,22.4374,354741.75431401
2004-09-17,22.507,22.8954,22.3076,22.3076,861073.43952815
2004-09-20,22.3076,22.3686,21.9135,21.9135,434313.13243197
2004-09-21,21.9812,22.3686,21.9812,21.9812,601285.38194995
2004-09-22,21.9812,22.1788,21.715,22.1788,538562.45296804
2004-09-23,22.0414,22.1788,21.9812,22.1788,551857.18617325
2004-09-24,22.1101,22.2408,21.3868,21.4555,1176698.1189866
2004-09-27,21.3247,21.9812,21.1883,21.9812,835507.85411581
2004-09-28,21.8515,22.5671,21.8515,22.5671,910453.42801119
2004-09-29,22.5671,22.6969,22.2408,22.507,451797.70824748
2004-09-30,22.507,22.7646,22.3686,22.507,2078071.8080344
2004-10-01,22.3686,22.6358,22.2408,22.4374,567689.09020375
2004-10-04,22.6969,23.6874,22.6969,23.3591,1607109.6045856
2004-10-05,23.3591,23.7484,23.2227,23.2914,1035317.6544971
2004-10-06,23.2914,23.4211,23.0251,23.2914,1124294.694803
2004-10-07,23.4211,23.8171,23.4211,23.8171,2290078.053713
2004-10-08,23.7484,24.0767,23.4211,23.6196,1467154.3992132
2004-10-11,23.6196,23.6196,23.2227,23.3591,1576069.3473883
2004-10-12,23.2914,23.2914,22.3686,22.3686,2000541.9040047
2004-10-13,22.507,22.9631,22.3686,22.8954,708949.03645911
2004-10-14,22.5671,23.2227,22.4374,22.5671,917348.11898999
2004-10-15,22.6358,23.3591,22.507,23.2227,1466536.0882727
2004-10-18,23.2914,23.3591,22.8343,23.2227,663898.27254415
2004-10-19,23.2227,24.2752,23.2227,24.2752,1463644.6986374
2004-10-20,24.0147,24.6006,23.9479,24.2752,1547568.3569856
2004-10-21,24.2752,24.342,23.9479,24.342,767653.99231247
2004-10-22,24.2752,24.6006,24.0147,24.6006,1996526.0268454
2004-10-25,24.4049,24.4049,24.0147,24.1444,920068.68712815
2004-10-26,24.1444,24.4717,23.9479,24.4717,1438538.1304995
2004-10-27,24.4717,24.8677,24.4049,24.4049,2492023.6468006
2004-10-28,24.342,24.4049,23.6196,23.9479,2611487.6084113
2004-10-29,23.7484,24.1444,23.7484,24.0147,1127374.7216744
2004-11-02,24.0767,24.342,24.0147,24.0767,1995196.1343311
2004-11-03,24.2141,24.342,23.8171,23.8801,1571620.6525707
2004-11-04,23.6196,23.9479,23.4889,23.6874,2071778.6602418
2004-11-05,23.7484,23.9479,23.5519,23.6196,1319986.9635145
2004-11-08,23.6874,23.7484,22.6969,22.9631,1929140.6141784
2004-11-09,22.9631,23.7484,22.6969,23.7484,2469277.1400831
2004-11-10,23.7484,23.8801,23.4211,23.6874,2377734.6333664
2004-11-12,23.8801,25.258,23.8801,25.0586,4627943.1592488
2004-11-15,25.0586,25.3248,24.4049,24.5404,3626628.4145402
2004-11-16,24.5404,24.6702,24.2752,24.4717,2296490.6717552
2004-11-17,24.5404,24.8009,24.4717,24.6006,3801704.7293172
2004-11-18,24.7313,24.7313,24.0147,24.342,15493724.625518
2004-11-19,24.4717,24.6702,24.4717,24.4717,916533.8349209
2004-11-22,24.342,24.5404,24.2141,24.342,776875.20920295
2004-11-23,24.4049,24.4717,23.9479,24.1444,809775.63914494
2004-11-24,24.0767,24.2752,23.8171,24.2141,744675.8809884
2004-11-25,24.1444,24.2752,24.0767,24.0767,570096.31093309
2004-11-26,24.1444,24.2141,23.9479,24.0767,321215.67753901
2004-11-29,24.1444,24.4717,24.0767,24.2752,3524724.4836394
2004-11-30,24.2752,24.6702,24.2141,24.5404,2450163.9961294
2004-12-01,24.5404,25.3248,24.4717,25.3248,3034005.673665
2004-12-02,25.4555,26.0481,25.258,26.0481,2254545.086343
2004-12-03,26.0481,26.2399,25.8515,25.9813,3214684.5143536
2004-12-06,25.7828,25.9126,25.5233,25.9126,1443801.1093862
2004-12-07,25.8515,25.8515,25.3925,25.6521,2403207.99613
2004-12-08,25.5853,25.5853,25.0586,25.0586,869863.93472957
2004-12-09,24.9975,24.9975,24.6702,24.8009,1198836.7946101
2004-12-10,24.8677,24.9288,24.6006,24.6006,796043.89634282
2004-12-13,24.6702,24.7313,24.342,24.4717,2212188.6909501
2004-12-14,24.6006,25.1969,24.5404,24.8677,2412286.6871087
2004-12-15,24.8677,25.1273,24.4717,24.6006,1828917.650648
2004-12-16,24.6006,25.258,24.6006,25.258,2264933.7581279
2004-12-17,25.3925,25.5233,25.0586,25.3925,1196532.276376
2004-12-20,25.3248,26.0481,25.3248,25.6521,1954794.2303009
2004-12-21,25.5853,25.5853,25.1969,25.258,938557.23223348
2004-12-22,25.1969,25.258,24.342,24.6006,1638722.061399
2004-12-23,24.7313,24.8677,24.2141,24.2141,758441.15929916
2004-12-24,24.2752,24.2752,23.8801,24.2752,140367.06333791
2004-12-27,24.4049,24.6702,24.2752,24.5404,174820.60652364
2004-12-28,24.6006,24.6006,24.4049,24.6006,1026311.2744588
2004-12-29,24.6006,24.6702,24.4049,24.4049,847235.85027689
2004-12-30,24.5404,24.8677,24.4717,24.7313,1605386.7178294
2004-12-31,24.8009,25.0586,24.7313,24.8009,627360.28789971
2005-01-03,24.8677,25.1273,24.4049,24.6006,926712.90977682
2005-01-04,24.4717,24.5404,24.0147,24.342,1488625.5086179
2005-01-05,24.0767,24.0767,23.6874,23.6874,1160012.1074705
2005-01-06,23.6196,23.6196,22.7646,22.8954,3001800.0575425
2005-01-07,22.8954,22.8954,22.1788,22.6358,3369775.7619523
2005-01-10,22.8343,22.8954,22.1101,22.5671,2891413.7389259
2005-01-11,22.9631,23.2227,22.8343,23.0251,2617024.1112903
2005-01-12,23.1606,23.4889,23.0919,23.2914,2267475.1208918
2005-01-13,23.5519,23.8171,23.4211,23.6196,2788068.8291384
2005-01-14,23.6874,24.0147,23.6196,23.9479,2507116.7216565
2005-01-17,23.9479,24.0147,23.5519,23.9479,1144739.8272404
2005-01-18,23.6874,23.9479,23.4211,23.6196,2102688.9673431
2005-01-19,23.6196,23.9479,23.4889,23.8801,2174446.5719487
2005-01-20,23.6874,23.8801,23.6196,23.7484,1608134.5335683
2005-01-21,23.1606,23.6196,23.1606,23.4211,1465182.0921115
2005-01-24,23.4211,23.6196,23.3591,23.6196,391085.86179914
2005-01-25,23.6874,23.9479,23.6196,23.8171,1497649.7043951
2005-01-26,23.7484,23.9479,23.6874,23.9479,1771554.1151401
2005-01-27,23.9479,24.4717,23.9479,24.2752,2622210.587298
2005-01-28,24.342,25.258,24.2752,24.8677,2582000.4644578
2005-01-31,24.7313,25.1273,24.5404,24.9288,1233057.6852047
2005-02-01,25.0586,25.6521,24.9288,25.4555,2197564.0652305
2005-02-02,25.3925,25.4555,25.1969,25.4555,1132711.0594862
2005-02-03,25.4555,25.9126,25.1969,25.4555,2341910.3262651
2005-02-04,25.4555,26.0481,25.4555,26.0481,1457004.6679273
2005-02-07,26.1111,27.0319,26.1111,26.7638,2907885.9615745
2005-02-08,26.7638,26.9641,26.4384,26.8344,2196311.7235799
2005-02-09,26.7036,26.7036,26.3086,26.5071,939035.11323155
2005-02-10,26.5071,27.5577,26.5071,26.9021,3173034.4606113
2005-02-11,26.9641,27.7561,26.9641,27.6865,1441496.5911521
2005-02-14,27.6197,28.4117,27.4202,27.8859,843506.07292569
2005-02-15,27.8153,28.5414,27.8153,28.5414,1681714.5834714
2005-02-16,28.739,29.9804,28.6025,29.9804,3329570.8790354
2005-02-17,30.1169,30.9651,29.593,29.593,4467050.2686559
2005-02-18,29.3258,30.3754,29.1283,29.3258,1612964.6947967
2005-02-21,29.2647,30.3087,29.196,30.1789,2075889.9040037
2005-02-22,30.1789,30.4451,29.593,30.1789,3098444.1535106
2005-02-23,29.7218,30.3754,29.5243,30.1169,2099947.439512
2005-02-24,30.2476,30.7037,30.0491,30.5071,1919673.1208963
2005-02-25,30.9041,32.0157,30.9041,31.7562,3655868.2341175
2005-02-28,32.0157,32.0157,30.3087,30.5071,2233419.8118711
2005-03-01,30.3754,30.5071,29.7838,30.5071,1803608.8214737
2005-03-02,29.4556,30.2476,29.4556,29.5243,1623449.7811689
2005-03-03,29.593,29.9193,29.4556,29.5243,1786330.6986332
2005-03-04,29.7218,30.2476,29.593,30.2476,1947285.4203202
2005-03-07,30.5071,32.8077,30.0491,30.9041,2991066.5988095
2005-03-08,30.6369,31.489,30.5758,30.7037,1561717.1976764
2005-03-09,30.7037,31.7562,30.7037,31.6264,3493282.8483231
2005-03-10,31.489,31.5568,30.9651,31.1006,1601460.9673496
2005-03-11,31.0319,31.1617,29.9804,30.1789,2490586.8598525
2005-03-14,29.9804,30.4451,29.7218,30.0491,1288437.3857798
2005-03-15,30.0491,30.2476,29.5243,29.593,1468110.1612093
2005-03-16,29.0663,29.1283,28.2752,28.5414,3003179.2053352
2005-03-17,28.0834,28.9985,28.0147,28.8,1874419.0479603
2005-03-18,28.9985,29.593,28.9985,29.3936,2371509.6045757
2005-03-21,29.3258,29.5243,28.5414,29.2647,1496378.4990208
2005-03-22,29.2647,30.3754,29.2647,30.2476,3131106.6909382
2005-03-23,29.5243,31.1006,29.3936,30.9651,3315835.9922793
2005-03-24,31.0319,31.2304,30.2476,30.2476,2131593.4318341
2005-03-29,30.2476,30.6369,29.8516,30.6369,364594.90594535
2005-03-30,30.5758,30.9041,30.3754,30.6369,445641.84644334
2005-03-31,30.8354,30.9651,29.9193,29.9193,3208020.3799967
2005-04-01,30.1789,31.0319,30.0491,30.7714,2428806.0690663
2005-04-04,30.7714,31.4289,30.7714,31.1617,2088119.8848097
2005-04-05,31.2304,32.2142,31.2304,31.6884,2639284.3531327
2005-04-06,32.0157,32.344,31.8163,32.344,1913808.5988235
2005-04-07,32.344,32.5406,31.7562,31.8163,1414503.6506534
2005-04-11,31.489,31.5568,30.9651,30.9651,2368448.4414279
2005-04-12,31.1617,31.4289,31.0319,31.1006,408123.99615592
2005-04-13,31.2924,31.886,31.1006,31.1006,800368.92897232
2005-04-14,31.1006,31.1006,30.1169,30.5071,1377866.1074677
2005-04-15,30.3754,30.4451,29.9804,30.3087,556647.52398508
2005-04-18,29.7218,30.1169,29.4556,29.7218,1183178.8560307
2005-04-19,29.7838,30.1169,29.5243,29.9193,724683.47791764
2005-04-20,30.0491,30.7037,29.9193,29.9193,1088193.7197555
2005-04-21,30.2476,30.7714,30.2476,30.5758,1409342.3262773
2005-04-22,30.8354,31.1617,30.8354,31.1006,749915.8042129
2005-04-25,31.2924,31.5568,31.1006,31.489,702363.50095056
2005-04-26,31.5568,31.5568,31.1617,31.2304,1019683.8195645
2005-04-27,31.0319,31.0319,30.5071,30.5071,605847.2591092
2005-04-28,29.9804,30.2476,29.7218,29.8516,1167191.8502727
2005-04-29,30.0491,30.2476,29.7838,29.9804,614590.59500161
2005-05-02,30.1789,30.5071,30.0491,30.3754,316656.94433369
2005-05-04,30.4451,30.5071,29.196,29.3258,1109680.5489299
2005-05-05,29.6541,29.9804,28.8687,28.9985,1724744.832991
2005-05-06,29.196,29.196,28.0834,28.8,2587774.8598512
2005-05-09,28.8,28.8687,28.2122,28.2122,1463965.3819387
2005-05-10,28.4117,28.4117,27.4202,27.4899,2049766.7907603
2005-05-11,27.2304,27.8859,27.2304,27.8859,1531802.4759878
2005-05-12,28.0147,28.343,27.946,28.0834,2015121.4663845
2005-05-13,27.4899,27.946,27.4202,27.5577,2746584.35697
2005-05-16,28.0147,28.0147,27.5577,27.6197,1268042.5566054
2005-05-17,27.6197,28.0147,27.4202,27.8153,1897384.5834686
2005-05-18,28.0834,28.6712,28.0147,28.6712,1912609.7043897
2005-05-19,28.9985,29.3936,28.8687,29.1283,1338490.1804049
2005-05-20,29.1283,29.7838,28.9985,29.3936,1911291.3397064
2005-05-23,29.3258,29.4556,29.196,29.4556,1108771.9462428
2005-05-24,29.4556,29.4556,28.9308,28.9985,754166.42993261
2005-05-25,29.0663,29.3258,28.9308,29.0663,414323.87331515
2005-05-27,29.2647,30.2476,29.2647,29.6541,827607.09787791
2005-05-30,29.8516,30.7714,29.8516,30.4451,1890112.6180176
2005-05-31,30.5071,30.5758,30.2476,30.3087,2180176.951987
2005-06-01,30.1169,30.2476,29.6541,29.8516,1247680.214955
2005-06-02,29.9804,30.3754,29.7218,29.7838,1666071.316677
2005-06-03,30.0491,30.2476,29.9804,30.1169,1432526.8905764
2005-06-06,30.1789,30.9651,30.0491,30.9651,2305342.9980506
2005-06-07,30.9041,31.0319,30.4451,30.5071,1070995.2437481
2005-06-08,30.3087,30.5758,29.9804,30.1789,546900.21880287
2005-06-09,30.1789,30.1789,29.9804,30.1169,647417.66601845
2005-06-10,30.4451,31.3592,30.3754,31.1617,2736374.8905594
2005-06-13,31.1617,31.6884,31.1006,31.5568,1475055.1554511
2005-06-14,31.8163,31.8163,30.7037,31.489,834306.86371276
2005-06-15,31.2924,31.9537,31.2924,31.9537,1366258.6295408
2005-06-16,32.0835,32.0835,31.6884,31.8163,450069.58156804
2005-06-17,31.7562,32.344,31.6884,32.282,769992.04605525
2005-06-20,32.1446,32.8678,32.1446,32.4785,1036600.3877025
2005-06-21,32.5406,32.739,32.4785,32.6703,938507.97695517
2005-06-22,32.6093,33.0663,32.5406,32.9995,1023798.2072804
2005-06-23,33.1961,33.4633,32.4098,33.0663,1096183.5546882
2005-06-24,32.4785,32.6093,32.0835,32.5406,1611926.1420136
2005-06-27,32.5406,32.6703,32.1446,32.6703,811572.93281094
2005-06-28,32.739,33.2648,32.6703,32.6703,2004900.4721428
2005-06-29,32.8077,33.0663,32.4785,32.8077,2071980.9212782
2005-06-30,32.8077,33.136,32.4098,33.0663,1062623.9424046
2005-07-01,32.9356,33.6532,32.8678,33.5234,1496205.5815544
2005-07-04,33.4633,34.3774,33.2648,34.3774,1256764.145857
2005-07-05,34.2476,34.9022,33.6532,33.7896,862341.50094848
2005-07-06,33.9213,34.4452,33.8516,34.4452,1288457.297488
2005-07-07,34.1799,34.3774,33.2648,34.1169,1871150.3838528
2005-07-08,34.1799,35.1685,34.1799,34.8345,1832536.3416268
2005-07-11,35.1007,35.2314,33.9213,34.2476,842921.29749384
2005-07-12,34.4452,34.8345,34.4452,34.7047,1901899.3013188
2005-07-13,34.9709,35.428,34.7725,35.1007,1250652.2994079
2005-07-14,35.5597,35.6265,35.1007,35.3603,1223383.7389476
2005-07-15,35.1685,35.2314,34.6436,34.6436,1151695.3013286
2005-07-18,34.6436,34.8345,34.3774,34.3774,738692.93665066
2005-07-19,34.3774,35.1007,34.2476,34.7725,1641223.6007464
2005-07-20,34.7725,35.1685,34.574,34.9709,1524963.3281951
2005-07-21,35.1007,35.1685,34.0482,34.0482,738914.06141074
2005-07-22,34.0482,34.1169,33.3936,33.8516,1164780.4376048
2005-07-25,33.9881,34.9022,33.9881,34.6436,1102480.8944194
2005-07-26,34.8345,35.6265,34.8345,35.1685,1280747.2744555
2005-07-27,35.3603,35.5597,35.032,35.428,1229236.7331894
2005-07-28,35.4967,36.5196,35.4967,36.5196,1594972.894413
2005-07-29,36.7257,37.2725,36.7257,36.9309,1299625.6698487
2005-08-01,36.7257,37.2028,36.7257,37.2028,718981.39346474
2005-08-02,37.408,38.7048,37.408,38.4987,1488027.1093856
2005-08-03,38.4319,38.4319,37.6122,37.8183,1231204.8483525
2005-08-04,37.4767,38.2277,37.3402,38.0912,1941276.2763663
2005-08-05,38.0912,38.3651,37.7486,38.2277,686975.94240949
2005-08-08,38.2945,38.9099,37.8183,38.5693,1446811.969271
2005-08-09,38.5693,38.8412,37.8183,37.9528,1154840.3032479
2005-08-10,37.9528,38.0235,36.9309,37.2028,625263.27062527
2005-08-11,37.2028,37.4767,36.8612,37.2028,870783.01726315
2005-08-12,36.7935,37.1351,36.3851,36.3851,988190.83300059
2005-08-16,36.3851,37.6799,35.9061,37.4767,1885784.4414342
2005-08-17,37.408,37.408,36.9309,37.2028,612536.5450976
2005-08-18,36.8612,36.8612,35.9061,36.179,1167574.3646681
2005-08-19,36.179,36.179,35.7009,35.9748,951109.99231009
2005-08-22,36.1103,36.7257,36.0435,36.4528,760485.77734136
2005-08-23,36.5196,36.5196,35.9061,36.179,1125968.3262809
2005-08-24,36.179,36.9309,36.0435,36.179,2660377.1400806
2005-08-25,36.179,36.3154,35.8393,35.8393,717619.01342637
2005-08-26,35.9748,36.4528,35.8393,36.2477,1217499.3051665
2005-08-29,36.5196,37.0664,36.3154,36.9309,657834.63338876
2005-08-30,36.9986,37.408,36.9986,37.1351,1168275.4663956
2005-08-31,37.4767,38.3651,37.1351,38.3651,2606360.8675285
2005-09-01,38.5693,41.0941,38.5693,40.617,4169903.6544563
2005-09-02,41.0245,43.348,41.0245,41.5712,6259502.2456
2005-09-05,41.4348,41.5044,40.5483,40.5483,2040727.923198
2005-09-06,40.3441,40.9577,40.3441,40.7535,1076565.2821357
2005-09-07,40.9577,40.9577,39.4567,39.5912,1212432.2994084
2005-09-08,39.387,39.5912,38.8412,39.387,1673638.8137978
2005-09-09,39.5912,40.6848,39.5912,39.9319,1797762.1151398
2005-09-12,39.9319,40.9577,39.7296,40.9577,2216310.4145585
2005-09-13,41.6399,42.1867,40.9577,40.9577,2458130.7753999
2005-09-14,40.8212,41.9815,40.5483,41.9815,1359041.1592913
2005-09-15,41.9128,43.348,41.9128,43.0741,2777934.8176222
2005-09-16,43.348,43.7554,42.6638,42.6638,1721391.2821273
2005-09-19,43.0054,43.8232,42.8012,43.6209,2885794.44526
2005-09-20,44.1657,44.4396,42.4596,43.2783,2341800.2878774
2005-09-21,43.348,43.6896,42.8689,43.6209,1785445.1516083
2005-09-22,43.8232,45.1218,43.8232,45.0541,2008099.9692637
2005-09-23,44.7125,44.7812,43.8232,44.3022,1705570.9059279
2005-09-26,43.9625,44.7812,42.8689,44.7125,2256981.6506424
2005-09-27,44.7125,46.0083,44.2344,45.7354,1785161.1477695
2005-09-28,45.8719,46.2135,44.6438,45.5322,1890689.0095723
2005-09-29,45.4625,46.0083,45.0541,45.2573,1633722.1266582
2005-09-30,45.7354,45.9406,44.9157,45.6009,1908759.4088044
2005-10-03,45.6009,47.1686,45.4625,47.1009,1798703.2053509
2005-10-04,47.1686,47.7154,46.8289,47.1009,1683309.616101
2005-10-05,46.3499,46.6238,45.0541,45.0541,2372252.6256889
2005-10-06,44.2344,44.2344,42.597,43.1419,3908989.0133849
2005-10-07,43.0054,43.4167,42.3918,42.8689,1659098.0268498
2005-10-10,43.2106,43.6209,43.0741,43.1419,730671.6621786
2005-10-11,43.5512,44.6438,43.4835,44.3022,1281151.7965284
2005-10-12,44.3022,44.3022,43.6209,44.0293,837148.99806973
2005-10-13,43.8232,43.8232,41.3002,41.367,1842627.3857726
2005-10-14,40.8899,41.8451,39.6618,40.9577,3862471.070967
2005-10-17,41.5712,42.5283,41.367,41.4348,3102457.9347005
2005-10-18,42.3222,42.8012,41.6399,42.5283,2246808.8636944
2005-10-19,40.9577,41.5712,40.8212,41.3002,4016937.7197174
2005-10-20,42.3222,42.3918,41.4348,41.7096,1607316.0575607
2005-10-21,40.9577,41.4348,40.6848,40.6848,1788831.1899959
2005-10-24,40.617,41.4348,40.0712,40.2077,1306161.950079
2005-10-25,40.7535,41.3002,40.4796,40.8212,859140.95584295
2005-10-26,41.0941,42.0493,39.5912,40.2077,2137956.7945979
2005-10-27,39.1838,39.5912,38.7048,38.9099,1638129.9500747
2005-10-28,38.4987,39.3193,38.0235,38.9099,1614470.6487314
2005-10-31,39.5244,40.4796,39.5244,40.0712,883723.53165837
2005-11-02,40.9577,41.5044,40.4119,41.0245,2124789.9155194
2005-11-03,41.3002,42.1867,40.8212,41.9128,2143497.4894155
2005-11-04,41.9815,42.117,41.4348,41.9815,1100494.9635174
2005-11-07,41.9128,41.9128,40.9577,41.0941,1638172.9174451
2005-11-08,41.1647,41.4348,40.6848,40.9577,1247078.6717688
2005-11-09,40.9577,41.3002,40.8212,41.2306,652608.33396464
2005-11-10,41.3002,41.3002,40.0712,40.6848,1392912.0230145
2005-11-14,41.0245,41.2306,38.7048,39.4567,2074076.890568
2005-11-15,39.8651,39.8651,38.4987,39.0454,1808390.7754083
2005-11-16,39.1838,39.7964,38.4319,39.5912,1302981.3166817
2005-11-17,39.9319,41.3002,39.8651,41.3002,2445847.347377
2005-11-18,41.6399,41.8451,40.4119,40.617,1013483.9424052
2005-11-21,40.6848,40.9577,39.387,39.5912,2583299.9654175
2005-11-22,39.5912,39.9319,39.0454,39.1838,1127067.6621734
2005-11-23,39.2506,40.138,39.0454,40.0025,690198.49519256
2005-11-24,40.0025,40.5483,39.5244,40.138,963278.14202202
2005-11-25,40.2764,40.6848,39.7964,40.617,813543.14394336
2005-11-28,41.0245,41.7096,40.6848,41.6399,1436449.4971022
2005-11-29,41.2306,41.2306,40.4119,41.1647,1441414.8483498
2005-11-30,40.6848,41.1647,40.617,40.9577,957085.60075531
2005-12-01,41.0245,41.4348,40.8212,41.1647,1001737.0825206
2005-12-02,41.9815,42.3222,41.5044,42.3222,3032247.1554308
2005-12-05,42.3918,43.4835,42.3222,42.3918,1329941.7696564
2005-12-06,42.6638,43.2106,41.7096,41.9128,1642375.3358712
2005-12-07,42.2563,42.8012,42.0493,42.3222,598099.50862946
2005-12-08,41.6399,42.1867,41.6399,41.7773,581166.17273716
2005-12-09,42.117,42.1867,41.4348,42.117,483904.81381329
2005-12-12,41.9815,42.597,41.9815,42.3222,532413.92705642
2005-12-13,42.3918,42.6638,41.6399,41.6399,984553.27829814
2005-12-14,41.7773,42.8012,41.7773,42.6638,1604841.7658141
2005-12-15,42.597,42.8012,41.8451,42.597,1427910.5182156
2005-12-16,42.5283,42.9367,42.2563,42.2563,2458679.9193538
2005-12-19,42.3222,42.3222,41.367,41.4348,2024038.767728
2005-12-20,41.0941,42.1867,41.0245,42.0493,1869637.0940256
2005-12-21,41.9128,42.0493,41.0245,41.0245,1980864.9443121
2005-12-22,41.1647,41.6399,41.0941,41.6399,794774.78693784
